Temperature,pH,Methane,result
23.96226028,5.785032223,1.238115114,0
18.13726639,4.385190242,0.860441754,0
25.61108104,6.177062311,1.812649248,0
22.74547874,5.48747431,1.730915046,0
20.20368271,4.875599817,1.681561473,0
22.09507079,5.327689509,2.07552631,0
23.89859191,5.758691129,2.46070445,0
22.96106924,5.531842242,2.571778213,0
24.38622688,5.872036629,2.919120006,0
21.00593405,5.058922903,2.785916752,0
23.99930123,5.775487579,3.2900795,0
20.30989407,4.888186412,3.125964812,0
23.8343963,5.732223499,3.683241064,0
22.12097348,5.319158577,3.716724812,0
22.49582409,5.407279275,3.702720671,0
27.31151597,6.561201881,4.077952411,0
26.83619243,6.445280783,3.924082607,0
25.51739652,6.126926318,3.685865567,0
21.1504034,5.077004522,3.142828805,0
22.97679828,5.513495846,3.219130844,0
26.68719775,6.402148271,3.483833341,0
23.89537987,5.730268534,3.098314104,0
29.22604553,7.007784845,3.525043221,0
24.29765037,5.823126559,2.925866255,0
23.68111266,5.673314061,2.757875034,0
22.3148328,5.343563447,2.514909599,0
23.30811031,5.580106603,2.507899901,0
22.47971755,5.379448894,2.318723176,0
24.51779793,5.866744737,2.416193764,0
25.02591612,5.986849656,2.360668134,0
20.55582077,4.912183324,1.807321149,0
19.04055098,4.546675128,1.555654872,0
17.60294751,4.199806848,1.315431665,0
23.28826684,5.56244004,1.787500737,0
19.08469959,4.551740452,1.270681151,0
16.2857172,3.878141232,0.894320052,0
22.46421777,5.359137922,1.415707249,0
27.55009763,6.577905641,1.827832374,0
21.12724914,5.034578556,1.089084664,0
23.06348093,5.497430739,1.186244983,0
20.99665497,4.999549061,0.883099527,0
20.36968502,4.847232826,0.723939671,0
22.73942794,5.414127679,0.864451102,0
19.54087795,4.644632235,0.448133243,0
20.75987268,4.935347522,0.473569855,0
20.72046399,4.924045989,0.373166125,0
18.07082092,4.286288204,0.011738958,0
22.0459805,5.238483058,0.312792056,0
19.09443108,4.528267749,0,0
17.79425167,4.214381243,0,0
21.17667327,5.02431898,0.333462581,0
17.7410128,4.197917021,0.056693635,0
20.20941974,4.78849124,0.37033143,0
20.26795345,4.800695883,0.442981903,0
23.15727395,5.492289356,0.798711054,0
21.78106471,5.160155691,0.727887231,0
20.68353583,4.894905312,0.684931444,0
22.94230307,5.435166002,0.977605269,0
24.52519029,5.813215488,1.202691092,0
22.59598128,5.348361877,1.076567292,0
21.37912115,5.054472001,1.021678381,0
18.22543312,4.295743425,0.773106679,0
18.99402364,4.478361702,0.916762832,0
21.04553013,4.968879813,1.188710582,0
20.43659548,4.82089205,1.194614219,0
21.57561145,5.092412435,1.343598488,0
22.04306542,5.202757942,1.322528284,0
23.0840734,5.450756411,1.358813481,0
21.44199548,5.054814262,1.126790087,0
22.69289744,5.353187285,1.184064682,0
21.49623027,5.064143718,0.996582364,0
16.25477873,3.8043519,0.404621608,0
18.70350757,4.390203374,0.581678891,0
20.55002807,4.831524847,0.69851534,0
17.74441101,4.156333305,0.350138032,0
22.12687059,5.206280159,0.72056839,0
24.31232676,5.728946191,0.871298405,0
23.39075521,5.505925573,0.711325649,0
19.66864431,4.61077551,0.271298957,0
23.78746774,5.597449685,0.615365699,0
20.29072195,4.756387248,0.197875518,0
18.93473928,4.429107961,0,0
18.10811982,4.228875844,0,0
18.88976837,4.414628047,0,0
18.67981664,4.362396185,0,0
20.08061534,4.696744426,0.042604056,0
20.06032583,4.690031498,0.040143495,0
19.67082203,4.594707138,0.000761505,0
20.75986851,4.854234845,0.109234542,0
22.64845487,5.305652125,0.297661569,0
22.05004062,5.160189258,0.237388534,0
15.96822646,3.698710412,0,0
13.29998464,3.056488929,0,0
22.02490336,5.148625974,0.233579978,0
16.27622294,3.767099225,0,0
19.13582228,4.45155962,0,0
16.77676932,3.883543462,0,0
15.20141689,3.503615432,0,0
21.0643409,4.908873748,0.135365682,0
21.61288808,5.038681624,0.18978879,0
18.36510888,4.257371169,0,0
13.43631726,3.072617733,0,0
18.65584998,4.323462137,0,0
21.10850921,4.910256907,0.249024797,0
16.53925838,3.811793261,0,0
20.80247521,4.833121852,0.275526225,0
20.41333889,4.737885689,0.265165007,0
22.00738037,5.118612196,0.453121569,0
20.96564065,4.866751215,0.377500011,0
18.34155548,4.235127328,0.143643908,0
23.87319469,5.560877291,0.725360243,0
20.59298011,4.771782345,0.425891199,0
21.0285808,4.874483063,0.498003682,0
18.87121035,4.354870709,0.310819052,0
20.20371273,4.672827832,0.472621703,0
19.20744968,4.431881252,0.401547812,0
21.09462942,4.882960943,0.618818201,0
25.64431668,5.97304244,1.078389372,0
17.62661081,4.046949583,0.268180742,0
16.71377836,3.826026347,0.168459453,0
24.11692586,5.6009383,0.90033616,0
19.60700903,4.516714814,0.440906434,0
18.14895456,4.164938295,0.286662944,0
22.11271631,5.114397667,0.674601076,0
17.69023393,4.051158448,0.223914795,0
23.46061525,5.434206518,0.792514883,0
20.28172383,4.66942913,0.466187698,0
17.05844881,3.893999679,0.135422154,0
23.36281605,5.405204369,0.757420834,0
16.1465764,3.671463405,0.027358826,0
19.20742032,4.404222499,0.325005175,0
17.79173153,4.062613741,0.174998252,0
19.98917148,4.588155884,0.386304205,0
20.32991444,4.668090746,0.411940457,0
16.35127177,3.711373058,0.008001037,0
14.41975351,3.245965228,0,0
17.48526533,3.979844618,0.114993036,0
14.67308333,3.303077492,0,0
21.43287666,4.923584444,0.503346812,0
16.77278366,3.803318676,0.034133833,0
15.55017824,3.508049928,0,0
16.95721967,3.843896424,0.046170076,0
13.15973997,2.930657849,0,0
14.13055739,3.161810581,0,0
19.59266404,4.470872731,0.300103477,0
14.98143036,3.362333201,0,0
14.03842539,3.13416856,0,0
18.02937151,4.090152183,0.134163188,0
19.68403681,4.485428407,0.296426039,0
18.54919648,4.211223282,0.179738328,0
19.27396921,4.383325289,0.249011921,0
14.96007056,3.346146167,0,0
13.47120968,2.986976108,0,0
20.95274854,4.780701988,0.375333413,0
16.56639288,3.726133182,0,0
16.919688,3.809080563,0,0
21.04093396,4.796336147,0.332048535,0
19.2847017,4.372996955,0.139057502,0
19.20752417,4.352630901,0.113971943,0
23.65398866,5.417938933,0.541250586,0
16.80636529,3.772665876,0,0
20.90843925,4.755320179,0.231960032,0
18.90504981,4.272663266,0.014253281,0
19.60767575,4.439450046,0.06714807,0
22.93104419,5.235215023,0.382117107,0
20.55314058,4.662674709,0.126958939,0
20.80296945,4.720790191,0.13457402,0
22.31217566,5.081156235,0.268126834,0
18.87828923,4.255180046,0,0
17.63179807,3.95417872,0,0
17.05695044,3.814371841,0,0
14.69223313,3.24499624,0,0
24.68779361,5.642087308,0.514051782,0
16.72840606,3.729990848,0,0
18.8724441,4.24271653,0,0
18.67269609,4.192933561,0,0
20.07239727,4.527018396,0.076851674,0
21.28237474,4.815569542,0.203934303,0
21.33336661,4.825964144,0.215118372,0
17.66364047,3.943386425,0,0
18.64268097,4.176512696,0,0
19.70608631,4.429886531,0.070644988,0
18.3170598,4.094676722,0,0
22.89630274,5.19185158,0.401836394,0
20.04452737,4.505582042,0.122743738,0
20.59343563,4.63547658,0.183719447,0
20.57569825,4.629376159,0.210210286,0
22.04976563,4.981308884,0.389394124,0
19.76622079,4.431414675,0.192816741,0
16.26917293,3.590279743,0,0
20.70805859,4.653768853,0.350554721,0
18.27803239,4.068719117,0.139329201,0
18.78246883,4.187940416,0.221549945,0
21.76750649,4.902506007,0.551830811,0
23.59489003,5.33923461,0.766346265,0
20.7499472,4.654604884,0.513629082,0
21.6664367,4.872718916,0.637055132,0
25.34747744,5.754325247,1.036936307,0
21.89140894,4.923025359,0.723106556,0
27.99131968,6.385160491,1.364874731,0
23.09847192,5.209033581,0.907367055,0
17.48037682,3.858847309,0.377334645,0
23.96322368,5.412887108,1.057396431,0
22.98305219,5.175802505,0.947112975,0
25.08149376,5.677585033,1.122725876,0
23.36702089,5.264268099,0.917047334,0
21.1648832,4.733911604,0.662602309,0
18.27723321,4.03903216,0.339606055,0
20.6423763,4.604823054,0.541889109,0
18.86558895,4.176550643,0.329979118,0
19.3675371,4.295174752,0.345942679,0
22.11724738,4.953261772,0.586682451,0
24.64751827,5.558683339,0.805478285,0
21.28639147,4.750169461,0.43513435,0
17.13696064,3.752462612,0,0
21.0651306,4.693379957,0.344545753,0
22.77215829,5.101223155,0.481017266,0
18.08307796,3.974000428,0,0
19.09944794,4.216085777,0.045283721,0
19.29816699,4.261934901,0.03092437,0
17.17534126,3.750613278,0,0
20.68962704,4.592198419,0.162070108,0
18.6978945,4.112339162,0,0
19.9804349,4.418305411,0.104883111,0
16.64421226,3.61576853,0,0
17.70063587,3.86746675,0,0
20.53157393,4.545048437,0.180595339,0
17.72487657,3.869597624,0,0
22.905708,5.111153719,0.431740963,0
17.52054682,3.816871589,0,0
19.01268802,4.173142029,0.056171181,0
20.7137922,4.579563585,0.233147708,0
14.7677397,3.150667539,0,0
13.84297092,2.926879585,0,0
14.36219108,3.049648976,0,0
21.26413104,4.704271119,0.315646026,0
16.65936434,3.597283662,0,0
24.50114288,5.477467066,0.700072289,0
17.11808116,3.703688806,0.139421913,0
19.41313391,4.252658019,0.546582983,0
23.23008603,5.166883079,1.10593399,0
24.81309886,5.544962712,1.441891069,0
25.37468107,5.677898996,1.675705085,0
23.6648932,5.26570646,1.682382094,0
23.62718943,5.254814108,1.856267512,0
22.97140598,5.095582633,1.968344963,0
23.85904679,5.306772981,2.234764839,0
20.95823531,4.608734776,2.122339485,0
20.71375788,4.548216747,2.275547538,0
23.17387444,5.136801274,2.699214989,0
23.17990452,5.136405046,2.877473793,0
22.89535145,5.066268861,3.026674281,0
26.19244568,5.855728031,3.5340395,0
27.26279558,6.110768558,3.818730285,0
25.4660548,5.677707324,3.78716663,0
28.6976118,6.451437558,3.914486084,0
21.90831283,4.820162358,3.03971994,0
24.03713599,5.329236468,3.056766009,0
22.48797785,4.955595068,2.706013949,0
19.37244113,4.206022807,2.19862403,0
23.59082997,5.216592683,2.424626669,0
23.25191193,5.133408907,2.194898618,0
27.09865408,6.054783575,2.383736587,0
24.65080795,5.465457057,1.943115727,0
20.2720607,4.412714269,1.309404755,0
27.22650819,6.07993822,1.809013258,0
25.40261003,5.640359215,1.430787196,0
23.56401907,5.197253937,1.051091853,0
21.30131358,4.652361173,0.628985058,0
19.22767476,4.152844407,0.225784929,0
20.45450493,4.445440201,0.1526317,0
23.86564243,5.262269755,0.297909204,0
25.86878807,5.74118126,0.486500893,0
25.06272463,5.545882588,0.418552803,0
20.02978576,4.336133812,0,0
18.50015924,3.96718,0,0
21.69871195,4.732989203,0.120126297,0
16.97269142,3.59690083,0,0
22.24900263,4.861372072,0.200471873,0
21.11937039,4.588416886,0.100166902,0
20.37057911,4.406863531,0.037946028,0
17.5962062,3.739170587,0,0
22.91425764,5.013659486,0.317630389,0
20.34579878,4.395385912,0.073442757,0
18.8000523,4.022563309,0,0
14.59148236,3.010663077,0,0
21.75064414,4.727018457,0.251902055,0
26.2973539,5.816385352,0.719231285,0
26.06716645,5.759296918,0.708870794,0
20.64022747,4.454988115,0.172778394,0
20.06513967,4.315123595,0.119111838,0
22.53030716,4.904920347,0.369470813,0
18.65010963,3.971829492,0,0
21.68825468,4.699140857,0.292950015,0
22.63667733,4.924918846,0.391634505,0
23.5765114,5.148635575,0.489460136,0
20.04649486,4.299588157,0.140300707,0
19.57539738,4.184681315,0.097033184,0
17.67732699,3.727300975,0,0
17.59278428,3.705167276,0,0
18.88148964,4.012613116,0.039169084,0
20.15380234,4.316124717,0.170242579,0
21.30705184,4.591061151,0.289409755,0
16.8028446,3.508207966,0,0
22.33021511,4.83293344,0.399410531,0
17.70838639,3.7218511,0,0
18.28983464,3.859555233,0,0
16.60786544,3.454039178,0,0
12.54793575,2.477812605,0,0
20.95129165,4.492774574,0.221011349,0
20.71592966,4.43444425,0.184210974,0
18.30314279,3.853531953,0,0
19.30658024,4.092513493,0.016747679,0
20.56159325,4.391873169,0.128984804,0
15.49802232,3.1747727,0,0
18.21439703,3.824859183,0,0
21.65533219,4.648840173,0.19856617,0
16.66658869,3.449698286,0,0
20.66884884,4.408397275,0.073389483,0
16.67614126,3.448304008,0,0
21.36631249,4.572101656,0.116607496,0
20.24377559,4.300849353,0,0
16.42769151,3.383145728,0,0
23.50036126,5.078743021,0.298477992,0
18.85195594,3.961282297,0,0
18.7627258,3.938023615,0,0
21.38970189,4.56665443,0.131621489,0
23.85979428,5.157633155,0.393367206,0
18.54856836,3.881095489,0,0
21.34224454,4.549734324,0.171085189,0
22.36000817,4.792154149,0.28759803,0
23.12065294,4.972865447,0.378398986,0
21.92891482,4.68500485,0.273961652,0
20.67016334,4.381061048,0.162822982,0
19.61867939,4.126861453,0.072411066,0
22.00293666,4.69723975,0.325573271,0
19.20715143,4.024407847,0.060731226,0
14.68404475,2.937018799,0,0
23.17874248,4.973902805,0.487363288,0
24.44710208,5.276465662,0.628935726,0
16.35229446,3.331868385,0,0
19.55649078,4.099032056,0.145628887,0
23.44989519,5.031605667,0.52812145,0
26.86694021,5.849853025,0.862978073,0
21.5963778,4.5830746,0.329073953,0
19.54557818,4.089039242,0.117146112,0
20.72953642,4.371345774,0.228694058,0
24.44516057,5.261252123,0.593408595,0
19.21425107,4.003990396,0.063469766,0
18.6523735,3.867296331,0.00043413,0
19.26468671,4.012408054,0.054817572,0
17.90941599,3.685299634,0,0
20.4206053,4.286141621,0.156713674,0
23.99681765,5.142589139,0.507487031,0
20.56401168,4.316872259,0.157358556,0
18.94662174,3.926855226,0,0
18.66916932,3.858423198,0,0
15.31191247,3.050838107,0,0
21.614879,4.561706627,0.278478268,0
19.43911769,4.037680464,0.102152056,0
19.40911702,4.028636856,0.140401909,0
28.06969184,6.105331367,1.047709311,0
21.06041131,4.421260593,0.388031178,0
18.66065754,3.84347624,0.18930572,0
19.70084729,4.091278334,0.334574615,0
23.86446168,5.088702339,0.792185973,0
21.50312955,4.520139182,0.59730268,0
17.8508647,3.641752171,0.273326114,0
23.9712381,5.10879834,0.926613374,0
20.22941168,4.20891655,0.59368065,0
26.80962245,5.786323689,1.292951648,0
25.0531043,5.362915884,1.158549752,0
21.46128551,4.49903593,0.840617793,0
26.00873728,5.588580906,1.336612889,0
23.20244127,4.913226417,1.097233208,0
25.13414379,5.374991573,1.267030276,0
24.07675183,5.119374056,1.11110953,0
20.61173833,4.28592737,0.71442663,0
20.98146558,4.372818462,0.701217804,0
25.02795239,5.342131849,1.055684935,0
21.4788222,4.488497157,0.650590366,0
21.16934956,4.412380276,0.569461552,0
19.65337445,4.046702804,0.367682491,0
22.96288875,4.839142788,0.648452371,0
26.92291357,5.787705298,0.994273302,0
18.96047918,3.874877596,0.147848312,0
21.55257029,4.495136016,0.356875874,0
24.88528322,5.293143673,0.639965617,0
21.01833854,4.363233502,0.203089598,0
22.2110817,4.647648412,0.272182364,0
18.28687858,3.703996215,0,0
21.87634033,4.563623588,0.138345126,0
20.29585904,4.182464633,0,0
23.27761204,4.896241906,0.246432499,0
23.83131953,5.027288256,0.296846513,0
27.38633085,5.878647527,0.647390911,0
22.41107203,4.682741962,0.144908293,0
21.82604724,4.540492565,0.081449079,0
21.54708455,4.471698072,0.048596075,0
20.22777541,4.153220432,0,0
22.0064681,4.57826323,0.084620961,0
20.47132232,4.207984795,0,0
21.68054563,4.496354943,0.042115244,0
24.60295438,5.195889596,0.329399384,0
18.84217148,3.811458252,0,0
24.25779164,5.109363644,0.28496964,0
24.75045026,5.225758264,0.329278767,0
21.21205862,4.374700824,0,0
16.25216004,3.182481718,0,0
20.05849093,4.094157685,0,0
24.78011413,5.225503804,0.324248637,0
21.44003946,4.422042438,0,0
18.9585359,3.824638135,0,0
20.15443603,4.109810721,0,0
23.47750526,4.905503888,0.210155007,0
22.70237098,4.717628212,0.136683392,0
20.69778867,4.234685011,0,0
20.33763975,4.146405822,0,0
20.23488726,4.119901779,0,0
18.86783903,3.789966757,0,0
25.17188558,5.30109448,0.403843922,0
20.28722704,4.126932984,0,0
24.09550637,5.039076577,0.30428963,0
24.81548206,5.210027295,0.380329013,0
23.46755103,4.884680402,0.249577725,0
19.85230487,4.015177874,0,0
21.94794408,4.516287838,0.134151663,0
21.23954795,4.344429319,0.307125745,0
19.40220042,3.901622466,0.367204689,0
22.83377139,4.723356051,0.954175481,0
19.43669182,3.906213506,0.85828122,0
25.71490788,5.411141914,1.729916522,0
21.94558427,4.504660801,1.596797857,0
23.97144477,4.989023873,2.043197602,0
24.53818342,5.123197702,2.343685163,0
23.54411941,4.882778894,2.488092459,0
26.01953446,5.475035058,2.979447659,0
23.72695893,4.922973483,2.994003802,0
27.45387942,5.815590955,3.610509547,0
22.27210509,4.570121668,3.33614581,0
26.31442135,5.538434123,3.984191132,0
31.20721301,6.710860674,4.717283993,0
24.22048031,5.032201379,4.262424419,0
25.38836431,5.310650091,4.623026515,0
28.14949766,5.971478648,4.692662208,0
27.04708406,5.705055937,4.338174129,0
27.20810642,5.741857857,4.110029645,0
27.28790057,5.759165006,3.87376234,0
27.38513799,5.780658538,3.639239362,0
28.30598549,5.999818492,3.487077393,0
26.2896841,5.51406271,3.041200534,0
24.39539489,5.057589853,2.607524894,0
26.41337485,5.540061596,2.56507617,0
29.215047,6.210619466,2.600996666,0
23.86715937,4.925282987,1.821961183,0
21.49582204,4.354318582,1.340580731,0
26.43324855,5.537457496,1.590076662,0
23.09799554,4.735153325,1.012304641,0
17.70067615,3.437953226,0.228325983,0
24.98430578,5.184180889,0.712442226,0
21.26083269,4.288703901,0.095848197,0
22.19300331,4.510581403,0.126398046,0
23.10212942,4.726928222,0.222977505,0
22.60126987,4.604878482,0.178558398,0
23.75149229,4.879088415,0.299247488,0
20.74198889,4.154964154,0.003963996,0
22.96631139,4.686958106,0.232063094,0
20.88752227,4.186205271,0.029851031,0
23.23625725,4.748058217,0.270391376,0
22.78049183,4.636831069,0.230481683,0
18.75631844,3.669186009,0,0
23.66271256,4.84487715,0.330037452,0
19.46069073,3.834548464,0,0
22.67358591,4.603799861,0.242458484,0
21.42450178,4.302176221,0.123216919,0
24.95458476,5.14755269,0.481892065,0
19.65330269,3.873401545,0,0
19.19151773,3.760729708,0,0
20.09466377,3.975641311,0.064793866,0
19.66327142,3.8702637,0.125136669,0
22.69908373,4.597015206,0.532199938,0
16.93646054,3.212142195,0.059419657,0
18.62103911,3.614597604,0.331359552,0
18.86374595,3.671003797,0.459112274,0
24.18703032,4.946748601,1.094922749,0
26.36580287,5.467810564,1.416282042,0
22.10615448,4.443651505,1.093799241,0
22.22323132,4.469906497,1.208988963,0
23.09842412,4.678109324,1.399990282,0
26.10599757,5.398083503,1.804229664,0
21.16092707,4.209423136,1.413204652,0
24.35324045,4.973734902,1.835918028,0
26.47332016,5.480710585,2.151408037,0
25.56606961,5.261127004,2.16416502,0
25.06529632,5.139097968,2.217569729,0
27.18116885,5.645063929,2.463895776,0
17.62805266,3.350472594,1.406543332,0
25.78840145,5.307112859,2.120537388,0
22.16610371,4.435917954,1.65626679,0
18.93229045,3.657959323,1.230844639,0
24.49445895,4.991036317,1.685020666,0
26.35817858,5.436485581,1.769351805,0
22.2879907,4.457797042,1.260292193,0
24.72137812,5.039966576,1.401590111,0
26.07746717,5.3635845,1.435158191,0
25.04163742,5.113141914,1.229534393,0
25.56184238,5.236147656,1.179514064,0
23.02482955,4.62542113,0.823771958,0
21.06567469,4.153380516,0.525815647,0
16.57975583,3.074916542,0,0
19.6770939,3.816434233,0.182875921,0
17.8917134,3.386099466,0,0
25.204666,5.139364642,0.548654148,0
19.55010099,3.780425592,0.004699681,0
20.51033385,4.009038033,0.122225,0
21.79354159,4.315164443,0.272047808,0
20.73634058,4.059592754,0.18782974,0
25.07746839,5.099619979,0.643444554,0
19.4957237,3.758157806,0.106772118,0
21.75137205,4.297669965,0.353838988,0
19.62118327,3.784581209,0.162322142,0
18.38980977,3.487208123,0.060686826,0
20.37294964,3.961318244,0.280502846,0
22.02228669,4.355315689,0.466938584,0
21.25412944,4.169114501,0.411624893,0
20.80883886,4.060401316,0.388597869,0
19.23660397,3.681221495,0.252876413,0
22.75714001,4.524306698,0.626432051,0
19.41560933,3.720495886,0.313781015,0
25.29005649,5.128519757,0.922727765,0
23.31553861,4.652792021,0.715496977,0
19.15494636,3.652406433,0.287746499,0
21.7151883,4.265021051,0.53207944,0
20.29720586,3.922861817,0.378589943,0
22.66491903,4.489269531,0.603670007,0
24.90749475,5.025644256,0.816236326,0
16.55782334,3.019879671,0,0
21.22270559,4.137607964,0.424374904,0
20.22419428,3.896121804,0.31283252,0
21.99226234,4.318614691,0.477948073,0
20.5362896,3.967337786,0.320659546,0
17.81276058,3.311847374,0.036615391,0
18.58443495,3.495205776,0.102091575,0
17.08139103,3.132631787,0,0
21.4508594,4.179460748,0.365351514,0
18.50350655,3.470252618,0.058924976,0
22.89259002,4.521789204,0.486142071,0
17.98116428,3.341203578,0,0
16.45825822,2.973862676,0,0
14.54144797,2.51198477,0,0
13.91434358,2.359636269,0,0
14.55831174,2.512345179,0,0
19.28292704,3.644409405,0.066781663,0
19.98338179,3.810675098,0.127181256,0
14.8550513,2.578032333,0,0
21.14208266,4.085076412,0.223759579,0
17.79329307,3.279523462,0,0
19.46438705,3.67874257,0.036698253,0
23.22441491,4.57930581,0.403055157,0
21.53242045,4.171383692,0.224209829,0
18.71545436,3.493468384,0,0
17.25525923,3.141178107,0,0
14.20016011,2.406110871,0,0
17.87827414,3.28701479,0,0
19.31627929,3.630292579,0,0
17.60252314,3.217147655,0,0
19.96869661,3.78318584,0.074400499,0
20.7153358,3.960535799,0.168467747,0
20.1874332,3.83199573,0.135080815,0
19.35093377,3.629392419,0.0708342,0
21.62394397,4.17307142,0.317538549,0
22.53352598,4.389527655,0.427900078,0
18.92904373,3.522608468,0.086855181,0
25.40873944,5.075891991,0.75422808,0
21.86130523,4.222664333,0.418887987,0
22.38126669,4.345611635,0.490287461,0
24.33104576,4.811715165,0.704668696,0
23.36991709,4.579200838,0.627959158,0
25.39608542,5.063637789,0.849979319,0
23.95742131,4.716514957,0.725516236,0
21.93488453,4.229262682,0.542665886,0
24.54545406,4.853955921,0.841314171,0
20.86577177,3.968988725,0.544090652,0
24.0798786,4.738530917,0.936246044,0
23.8087964,4.671627743,0.979882534,0
23.45497128,4.584866267,1.015244731,0
23.7373117,4.650784519,1.114223482,0
19.43742491,3.616968242,0.754979512,0
22.8536273,4.435013369,1.167344461,0
24.54094387,4.838125898,1.406820827,0
24.79186464,4.896503437,1.502657613,0
21.90642785,4.202155161,1.284858644,0
27.72327736,5.596355594,1.937288303,0
22.47696268,4.335396624,1.483401545,0
27.14943485,5.454946498,2.021393471,0
25.8771698,5.147759438,1.964911676,0
23.27700766,4.521877079,1.775640172,0
29.41424522,5.992970645,2.460108636,0
22.04976649,4.223652304,1.77145416,0
27.2539502,5.470812947,2.217549974,0
27.37972676,5.499155873,2.155805073,0
23.12392664,4.475920397,1.655902503,0
28.2038466,5.693257742,2.089571943,0
24.01977326,4.687236693,1.596842052,0
25.28882982,4.989966819,1.649425151,0
25.14010654,4.952429784,1.560230266,0
24.07573628,4.695137475,1.379470683,0
26.36073501,5.241693724,1.533647999,0
26.23964233,5.210788032,1.447216174,0
19.80679679,3.665061655,0.729609063,0
27.36118352,5.476271025,1.410725179,0
19.86630914,3.675657726,0.586915184,0
26.52611082,5.272166681,1.178572795,0
26.68371434,5.30814808,1.120010591,0
21.06174162,3.957031179,0.483490761,0
22.68432817,4.344608505,0.571426859,0
20.90848681,3.91656313,0.357052402,0
23.09837102,4.440291893,0.5407263,0
22.82851299,4.37368252,0.478425975,0
25.51067515,5.01555799,0.711327668,0
26.8002208,5.323205499,0.80496771,0
26.97658357,5.363689118,0.787289465,0
22.04487909,4.178236595,0.258804494,0
22.89016959,4.379262867,0.308019021,0
19.1675539,3.483991656,0,0
21.32439933,3.999791111,0.08081295,0
25.71412869,5.051482711,0.484471363,0
27.30388178,5.431180005,0.608132149,0
20.14197766,3.710479568,0,0
21.7096143,4.084868916,0,0
23.08768567,4.413762597,0.08056897,0
23.81702807,4.586961327,0.118188687,0
21.05554149,3.922361099,0,0
24.11393995,4.654533283,0.106015261,0
21.84687928,4.108595274,0,0
22.97303727,4.377029746,0,0
24.35256887,4.706273883,0.136571062,0
